order_id,order_number,order_item_id,item_name,quantity,invoiced_quantity,mrp,price_per_unit,amount,discount_amount,profit
109673,SO/24-25/90194,211666,Normal Sugar,5,5,2140,2140,10700,0,150
109666,SO/24-25/90190,211658,SAPNA GOLD MAIDA,1,1,1900,1840,1900,60,-40
109665,SO/24-25/90189,211657,Nepali Soya Pouch,6,6,1270,1120,7620,900,-300
109654,SO/24-25/90217,211637,Sk Maida,1,1,1725,1600,1725,125,0
109657,SO/24-25/90198,211640,Laal Gulaab Maida,2,2,1780,1680,3560,200,-40
109667,SO/24-25/90191,211659,SAPNA GOLD MAIDA,1,1,1900,1830,1900,70,-50
109667,SO/24-25/90191,211660,Nature Fresh Soya Tin(15L),1,1,2200,2100,2200,100,10
109655,SO/24-25/90185,211638,Nepali Soya,1,1,2200,2100,2200,100,0
109656,SO/24-25/90186,211639,Normal Sugar,20,20,2205,2160,44100,900,0
109633,SO/24-25/90171,211608,Nepali Soya Pouch,2,2,1270,1150,2540,240,-40
109662,SO/24-25/90223,211651,Bisleri,10,10,140,125,1400,150,-50
109633,SO/24-25/90171,211607,SAPNA GOLD MAIDA,1,0,1900,1860,1900,40,-20
109663,SO/24-25/90238,211653,Kingfisher Arhar Dal,3,3,3900,3450,11700,1350,-1350
109663,SO/24-25/90238,211654,Matar,1,1,1420,1260,1420,160,-30
109663,SO/24-25/90238,211652,Tata Salt Pkt(1Kg),5,0,1290,1260,6450,150,-50
109672,SO/24-25/90193,211665,Fryola Palm,100,100,2460,2248,246000,21200,-7700
109628,SO/24-25/90175,211598,Bawarchi Vanaspati Balti LTR,1,1,2200,2060,2200,140,0
109628,SO/24-25/90175,211599,Fortune Besan (500 Gm),1,1,1060,1030,1060,30,50
117924,SO/24-25/97908,225456,Fortune Kacchi Ghani Bottle(1L),2,2,2045,1836,4090,418,0
118397,SO/24-25/98369,226230,Laal Gulaab Suji/Rava,10,10,1900,1710,19000,1900,-550
111284,SO/24-25/91818,214300,Fortune Soya Pouch(1L),5,5,2650,2310,13250,1700,-450
111559,SO/24-25/92016,214773,Laal Gulaab Suji/Rava,2,2,1800,1720,3600,160,-20
111559,SO/24-25/92016,214774,Kings Soya Pouch,2,2,1700,1476,3400,448,-248
109587,SO/24-25/90161,211534,Kings Soya Pouch,1,1,1680,1476,1680,204,-36
111934,SO/24-25/92358,215438,Rice Deepak Resort basmati,1,1,1520,1440,1520,80,0
112054,SO/24-25/92460,215650,Prakash Maida,2,2,1790,1670,3580,240,-120
109678,SO/24-25/90206,211676,Bail Kohlu Mustard Bottle(1L),12,12,200,163,2400,444,-12
109678,SO/24-25/90206,211677,Pani (1000 Ml),2,2,120,105,240,30,-10
109679,SO/24-25/90244,211678,Ruchi Gold Palm Pouch(1L),2,2,1310,1255,2620,110,10
109661,SO/24-25/90187,211648,SAPNA GOLD AATA,1,1,1850,1770,1850,80,-50
109661,SO/24-25/90187,211649,Kingfisher Arhar Dal,1,1,3900,3480,3900,420,-420
109682,SO/24-25/90202,211684,Prakash Aata,1,1,1670,1590,1670,80,-20
109682,SO/24-25/90202,211685,Laal Gulaab Suji/Rava,5,5,40,40,200,0,7.6
109681,SO/24-25/90201,211683,Ruchi Gold Palm Pouch(1L),1,1,1380,1300,1380,80,-20
109680,SO/24-25/90200,211679,Laal Gulaab Suji/Rava,3,3,40,40,120,0,4.56
109680,SO/24-25/90200,211680,Shreshtha Aata,3,3,36.719,35,110.16,5.16,-0.78
109676,SO/24-25/90237,211672,SAPNA GOLD MAIDA,4,4,1900,1830,7600,280,-200
109676,SO/24-25/90237,211673,Masodha Double Filter Sugar,2,2,2300,2200,4600,200,-40
109688,SO/24-25/90235,211694,SAPNA GOLD MAIDA,1,1,1900,1850,1900,50,-30
109688,SO/24-25/90235,211695,Bail Kohlu Mustard Bottle(1L),1,1,2028,1980,2028,48,12
109690,SO/24-25/90234,211697,Fortune Soya Pouch(1L),1,1,2500,2352,2500,148,-48
109685,SO/24-25/90210,211691,Adani Mota Besan,1,1,3150,3115,3150,35,70
109687,SO/24-25/90209,211693,DCM Double Filter Sugar,1,1,2400,2220,2400,180,50
109674,SO/24-25/90197,211667,Bawarchi Vanaspati Tin(15Kg),3,3,2370,2250,7110,360,-90
109674,SO/24-25/90197,211668,Adani Mota Besan,1,1,3150,2975,3150,175,-70
109683,SO/24-25/90207,211686,Bawarchi Vanaspati Tin(15Kg),1,1,2370,2250,2370,120,-30
109683,SO/24-25/90207,211687,DCM Double Filter Sugar,3,3,2400,2220,7200,540,150
109689,SO/24-25/90251,211696,Atish Maida,2,2,1860,1770,3720,180,20
109661,SO/24-25/90187,211647,Ruchi Gold Palm Pouch(1L),3,3,1400,1260,4200,420,-120
109677,SO/24-25/90236,211675,Ruchi Gold Palm Pouch(1L),10,10,1400,1260,14000,1400,-350
109692,SO/24-25/90252,211700,Nepali Soya,1,1,2250,2090,2250,160,-70
109683,SO/24-25/90207,211688,Nepali Soya,2,2,2250,2100,4500,300,-120
109683,SO/24-25/90207,211689,Khila Dana(Chini),1,0,2480,2350,2480,130,0
111268,SO/24-25/91737,214274,Soyum Soya Pouch,1,1,1452,1452,1452,0,60
109686,SO/24-25/90211,211692,Prakash Aata,1,1,1760,1500,1760,260,-100
111560,SO/24-25/92004,214775,Soyum Soya Pouch,5,5,1440,1440,7200,0,290
118626,SO/24-25/98576,226652,Parivar Mustard Bottle(1L),1,1,1889,1760,1889,129,-5
111935,SO/24-25/92355,215439,Double Filter Sugar,1,1,2350,2260,2350,90,0
112055,SO/24-25/92462,215651,DCM Double Filter Sugar,1,1,2400,2270,2400,130,100
109708,SO/24-25/90245,211724,Vibhor Soya Pouch(1L),5,5,1679,1435,8395,1220,-25
109713,SO/24-25/90246,211734,Gauri Rice,10,10,3365,2880,33650,4850,-1350
109698,SO/24-25/90253,211707,Prakash Aata,5,5,36.792,35,183.96,8.96,-2.71
109694,SO/24-25/90232,211703,Nepali Soya Pouch,1,1,1270,1150,1270,120,-20
109696,SO/24-25/90231,211705,Best Choice Soya Tin (15Kg),2,2,2380,2230,4760,300,40
109712,SO/24-25/90230,211730,Masodha Double Filter Sugar,2,2,2300,2210,4600,180,-20
109712,SO/24-25/90230,211731,Ruchi Gold Palm Pouch(1L),1,1,1400,1280,1400,120,-20
109715,SO/24-25/90256,211736,Adani Patla Besan,2,2,3150,3010,6300,280,-70
109715,SO/24-25/90256,211737,Nepali Soya,2,2,2250,2090,4500,320,-140
109702,SO/24-25/90254,211712,KN Maida,5,5,1800,1700,9000,500,-100
109714,SO/24-25/90248,211735,Gauri Old Rice,1,1,3450,3195,3450,255,0
109710,SO/24-25/90226,211727,NR Atta,1,1,1700,1555,1700,145,0
109700,SO/24-25/90225,211710,Ruchi Gold Palm Pouch(1L),2,2,1350,1250,2700,200,0
109695,SO/24-25/90224,211704,Double Filter Sugar,1,1,2350,2230,2350,120,0
109699,SO/24-25/90222,211709,Ruchi Gold Palm Pouch(1L),1,1,1350,1250,1350,100,0
109705,SO/24-25/90221,211718,HP Atta,5,5,38.273,36,191.37,11.37,2.84
109705,SO/24-25/90221,211719,NR Atta,5,5,39.636,37,198.18,13.18,3.3
109705,SO/24-25/90221,211720,Ruchi Gold Palm Pouch(1L),1,1,136,126,136,10,0
109705,SO/24-25/90221,211721,Tata Salt Pkt(1Kg),1,1,28,27,28,1,0
109701,SO/24-25/90220,211711,Ruchi Gold Palm Pouch(1L),1,1,1350,1250,1350,100,0
109707,SO/24-25/90219,211723,Emami Best Choice Soya Pouch,1,1,1500,1435,1500,65,0
109711,SO/24-25/90247,211728,Nature Fresh Soya Tin(15L),1,1,2200,2035,2200,165,0
109711,SO/24-25/90247,211729,NR Atta,2,2,1700,1555,3400,290,0
109697,SO/24-25/90261,211706,Laal Gulaab Maida,1,1,1780,1690,1780,90,-10
109703,SO/24-25/90255,211713,Laal Gulaab Maida,1,1,1780,1690,1780,90,-10
109692,SO/24-25/90252,211701,Kezar Maida,1,1,1740,1670,1740,70,0
109709,SO/24-25/90227,211726,Madhur Gold Maida,1,1,1800,1690,1800,110,0
124790,SO/24-25/104379,237112,Tata Salt Pkt(1Kg),5,5,857,750,4285,535,-355
111285,SO/24-25/91809,214301,Prakash Aata,6,6,1760,1675,10560,510,450
117862,SO/24-25/97918,225353,Kezar Aata,5,0,1750,1570,8750,900,-300
111561,SO/24-25/92017,214776,Prakash Aata,1,1,1730,1560,1730,170,-50
111787,SO/24-25/92204,215185,Laal Gulaab Maida,1,1,1820,1680,1820,140,-20
109720,SO/24-25/90259,211742,Fortune Soya Tin(15L),1,1,2240,2110,2240,130,-60
109724,SO/24-25/90250,211748,Best Choice Palm Tin(15Kg),1,1,2613,2265,2613,348,-5
109708,SO/24-25/90245,211725,Rajdhani Barik Besan,10,10,106.829,95,1068.29,118.29,10
109653,SO/24-25/90199,211635,Local Sugar,1,1,2150,2125,2150,25,45
109653,SO/24-25/90199,211636,Laal Gulaab Mill Aata,1,1,1760,1700,1760,60,10
109625,SO/24-25/90242,211591,Rajdhani Barik Besan,10,10,106.829,95,1068.29,118.29,10
109625,SO/24-25/90242,211592,Shri Ram maida (50kg),2,2,2065,1810,4130,510,30
109675,SO/24-25/90196,211669,DCM Double Filter Sugar,2,2,2400,2210,4800,380,80
109675,SO/24-25/90196,211670,Prakash Aata,5,5,1670,1570,8350,500,-200
109675,SO/24-25/90196,211671,Normal Sugar,2,2,2140,2140,4280,0,60
109718,SO/24-25/90239,211740,Bawarchi Vanaspati Tin (15Ltr),1,1,2280,2060,2280,220,0
109462,SO/24-25/89993,211286,Matar,1,1,1420,1260,1420,160,-30
109462,SO/24-25/89993,211287,SAPNA GOLD MAIDA,1,1,1900,1830,1900,70,-50
109462,SO/24-25/89993,211288,Masodha Double Filter Sugar,2,2,2300,2200,4600,200,-40
109462,SO/24-25/89993,211289,Nepali Soya,3,3,2200,2120,6600,240,60
109661,SO/24-25/90187,211650,Fortune Soya Pouch(1L),1,1,2500,2352,2500,148,-48
109698,SO/24-25/90253,211708,Prakash Maida,1,1,1780,1700,1780,80,-15
109680,SO/24-25/90200,211681,Ruchi Gold Palm Pouch(1L),2,2,1380,1300,2760,160,-40
109680,SO/24-25/90200,211682,Adani Patla Besan,1,1,97.65,92,97.65,5.65,-2.65
109690,SO/24-25/90234,211698,Bawarchi Vanaspati 500ml,1,1,2400,2192,2400,208,-32
109712,SO/24-25/90230,211732,Nepali Soya Pouch,1,1,1270,1130,1270,140,-40
109717,SO/24-25/90249,211739,Vibhor Soya Pouch(1L),1,1,1550,1450,1550,100,0
109728,SO/24-25/90263,211755,Shri Ram maida (50kg),1,1,2065,1800,2065,265,5
109723,SO/24-25/90271,211747,Nepali Soya,1,1,2200,2120,2200,80,20
109721,SO/24-25/90258,211744,Prakash Aata,2,2,1670,1580,3340,180,-60
109716,SO/24-25/90257,211738,Shreshtha Aata,2,2,1650,1580,3300,140,0
109635,SO/24-25/90243,211614,Nature Fresh Soya Tin(15L),5,5,2435,2035,12175,2000,-100
109722,SO/24-25/90260,211746,Nepali Soya,10,10,2250,2065,22500,1850,-950
109725,SO/24-25/90276,211749,Fortune Soya Tin(15L),10,10,2240,2090,22400,1500,-750
109725,SO/24-25/90276,211750,Gokul Soya Tin,5,5,1900,1870,9500,150,-100
109676,SO/24-25/90237,211674,Emami Best Choice Soya Pouch,3,3,1650,1440,4950,630,-360
111216,SO/24-25/91724,214156,Reliance Salt Pkt(1Kg),3,0,153,140,459,39,0
124790,SO/24-25/104379,237113,Maggie Noodles,5,5,1340,1260,6700,400,-100
117862,SO/24-25/97918,225355,Kings Soya Tin(15L),4,0,2130,1950,8520,720,-600
111788,SO/24-25/92205,215186,Prakash Maida,1,1,1850,1680,1850,170,-35
111788,SO/24-25/92205,215187,Prakash Aata,5,5,38,35,190,15,-5
109704,SO/24-25/90229,211714,Best Choice Soya Tin (15Kg),7,7,2380,2250,16660,910,280
109704,SO/24-25/90229,211715,Masodha Double Filter Sugar,3,3,2300,2210,6900,270,-30
109704,SO/24-25/90229,211716,SAPNA GOLD MAIDA,3,3,1900,1860,5700,120,-60
109704,SO/24-25/90229,211717,Bawarchi Vanaspati Pouch 1ltr,1,1,2240,2208,2240,32,0
111937,SO/24-25/92357,215441,Double Filter Sugar,1,1,2350,2260,2350,90,0
109712,SO/24-25/90230,211733,Fortune Soya Pouch(1L),1,1,2500,2352,2500,148,-48
112057,SO/24-25/92461,215653,DCM Double Filter Sugar,5,5,2330,2270,11650,300,200
109530,SO/24-25/90098,211438,SAPNA GOLD AATA,2,2,1850,1800,3700,100,-40
109530,SO/24-25/90098,211439,SAPNA GOLD MAIDA,2,2,1900,1840,3800,120,-80
109732,SO/24-25/90267,211766,Parivar Mustard Bottle(2L),1,1,361.688,300,361.69,61.69,-16.86
109733,SO/24-25/90268,211767,Fortune Soya Pouch(1L),5,5,2635,2300,13175,1675,-50
109729,SO/24-25/90264,211757,Mahakosh Soya Oil Pouch(1L),2,2,1730,1525,3460,410,0
109726,SO/24-25/90262,211751,Nourish Sunflower Pouch,5,5,1450,1365,7250,425,-150
109735,SO/24-25/90270,211771,Ruchi Gold Palm Pouch(1L),1,1,1310,1250,1310,60,0
109732,SO/24-25/90267,211764,Best Choice Palm Tin(15Kg),1,1,2613,2270,2613,343,0
109732,SO/24-25/90267,211765,Ruchi Ghee Pouch (1L),3,3,149.45,138,448.35,34.35,-9.98
109728,SO/24-25/90263,211756,Vibhor Soya Pouch(1L),2,2,1679,1445,3358,468,0
109731,SO/24-25/90265,211760,Shri Ram maida (50kg),5,5,2065,1775,10325,1450,-100
109731,SO/24-25/90265,211761,Siddhi Vinayak Mill Aata,5,5,1890,1780,9450,550,0
109731,SO/24-25/90265,211762,Parivar Mustard Jar(5L),2,2,1716,1488,3432,456,-4
109731,SO/24-25/90265,211763,Parivar Pasand Chakki Aata (50kg),10,10,1949,1680,19490,2690,-100
109726,SO/24-25/90262,211752,Bail Kolhu Pouch,15,15,1600,1335,24000,3975,-2925
109726,SO/24-25/90262,211753,Kings Soya Pouch,5,5,1700,1476,8500,1120,-620
109730,SO/24-25/90269,211758,Normal Sugar,4,4,2135,2135,8540,0,100
109730,SO/24-25/90269,211759,Dalda Vanaspati Pouch,1,1,3400,3130,3400,270,-80
109734,SO/24-25/90266,211769,Normal Sugar,3,3,2145,2145,6435,0,105
109736,SO/24-25/90275,211776,Nepali Soya Pouch,1,1,1270,1150,1270,120,-20
109737,SO/24-25/90272,211777,Mahalaxmi Soya tin (15 kg),15,15,2450,2085,36750,5475,0
109734,SO/24-25/90266,211770,Local Sugar,1,0,2150,2125,2150,25,45
109734,SO/24-25/90266,211768,Nepali Soya,3,3,2250,2075,6750,525,-255
109735,SO/24-25/90270,211772,Tata Salt Pkt(1Kg),1,1,31.12,28,31.12,3.12,0.7
109735,SO/24-25/90270,211773,Medium Chhola,5,5,154,135,770,95,0
109735,SO/24-25/90270,211774,Parivar Pasand Chakki Aata (50kg),25,25,39.98,35,999.5,124.5,5
109735,SO/24-25/90270,211775,Shri Ram maida (50kg),15,15,42.3,37,634.5,79.5,1.5
109658,SO/24-25/90218,211641,Ruchi Gold Palm Pouch(1L),1,1,1350,1250,1350,100,0
109658,SO/24-25/90218,211642,HP Atta,1,1,1640,1510,1640,130,-5
109658,SO/24-25/90218,211643,NR Atta,1,1,1700,1550,1700,150,-5
111286,SO/24-25/91825,214302,Dalmia Double Filter Sugar,1,1,2450,2200,2450,250,0
111563,SO/24-25/92005,214779,Soyum Soya Pouch,24,24,126,114,3024,288,-216
111938,SO/24-25/92354,215442,Kezar Maida,2,2,1760,1660,3520,200,-40
109745,SO/24-25/90280,211793,Rath Vanaspati Ghee Pouch(1L),2,2,182.975,154,365.95,57.95,-12.95
109745,SO/24-25/90280,211794,Nature Fresh Soya Tin(15L),1,1,2435,2070,2435,365,10
109740,SO/24-25/90274,211783,Ruchi Gold Palm Pouch(1L),1,1,1310,1265,1310,45,15
109740,SO/24-25/90274,211784,Ruchi Ghee Pouch (1L),2,2,149.45,138,298.9,22.9,-6.65
109740,SO/24-25/90274,211785,Double Filter Sugar,6,6,52.3,45,313.8,43.8,-9
109740,SO/24-25/90274,211786,Rajdhani Barik Besan,12,12,106.829,96,1281.95,129.95,24
109740,SO/24-25/90274,211787,Shri Ram maida (50kg),22,22,42.3,36,930.6,138.6,-19.8
109632,SO/24-25/90215,211605,Reliance Salt Pkt(1Kg),1,1,153,140,153,13,0
109743,SO/24-25/90279,211790,Ruchi Gold Palm Pouch(1L),1,1,1350,1250,1350,100,0
112058,SO/24-25/92470,215654,Prakash Aata,1,1,1700,1565,1700,135,-65
112140,SO/24-25/92540,215786,Shreshtha Aata,10,10,1760,1560,17600,2000,-800
109747,SO/24-25/90286,211796,Rath Vanaspati Ghee Pouch(1L),2,2,182.975,154,365.95,57.95,-12.95
109742,SO/24-25/90278,211789,Prakash Aata,1,1,1670,1580,1670,90,-30
109754,SO/24-25/90285,211806,Arrarot,1,1,2340,2030,2340,310,-170
109744,SO/24-25/90282,211791,Prakash Aata,1,1,1670,1580,1670,90,-30
109744,SO/24-25/90282,211792,Normal Sugar,1,1,2140,2140,2140,0,30
109748,SO/24-25/90283,211797,Bail Kolhu Pouch,1,1,1600,1535,1600,65,-5
109753,SO/24-25/90302,211805,Prakash Aata,1,1,1760,1500,1760,260,-100
109751,SO/24-25/90290,211800,Matar,2,2,1420,1230,2840,380,-120
109752,SO/24-25/90289,211804,Nepali Soya,1,1,2200,2100,2200,100,0
109749,SO/24-25/90284,211798,Arhar Dal,1,1,5000,3000,5000,2000,-1950
109738,SO/24-25/90273,211778,Prakash Aata,44,44,1670,1565,73480,4620,-1540
109746,SO/24-25/90281,211795,Ruchi Gold Palm Pouch(1L),1,1,1350,1250,1350,100,0
109739,SO/24-25/90462,211781,Ruchi Gold Palm Pouch(1L),3,3,1400,1270,4200,390,-90
109739,SO/24-25/90462,211782,Madhur Gold Maida,4,4,1800,1690,7200,440,0
117785,SO/24-25/97850,225241,Fortune Soya Pouch(1L),2,2,2540,2360,5080,360,-40
118626,SO/24-25/98576,226653,Parivar Mustard Bottle(500ml),1,1,1930,1796,1930,134,-5
111287,SO/24-25/91746,214303,Mahalaxmi Soya tin (15 kg),1,1,2450,2140,2450,310,55
109754,SO/24-25/90285,211807,Atish Maida,1,1,1860,1760,1860,100,0
111287,SO/24-25/91746,214304,Rath Vanaspati Ghee Tin(15Kg),1,1,2883,2510,2883,373,0
109756,SO/24-25/90288,211809,Laal Gulaab Suji/Rava,1,1,1800,1720,1800,80,-10
109756,SO/24-25/90288,211810,Normal Sugar,1,1,2140,2140,2140,0,30
109755,SO/24-25/90287,211808,Gokul Soya Tin,1,1,1900,1890,1900,10,0
111564,SO/24-25/92006,214780,Shreshtha Aata,1,1,1760,1570,1760,190,-70
111564,SO/24-25/92006,214781,Kezar Maida,1,1,1760,1665,1760,95,-15
111790,SO/24-25/92239,215190,Shreshtha Aata,1,1,1760,1570,1760,190,-70
111930,SO/24-25/92348,215431,Prakash Maida,2,2,1790,1680,3580,220,-100
111930,SO/24-25/92348,215432,Laal Gulaab Suji/Rava,1,1,1820,1730,1820,90,-10
112059,SO/24-25/92469,215656,Maggie Noodles,1,1,1340,1260,1340,80,-20
109721,SO/24-25/90258,211743,Fortune Soya Pouch(1L),1,1,2400,2320,2400,80,-30
109721,SO/24-25/90258,211745,Atish Maida,1,1,1860,1760,1860,100,0
109767,SO/24-25/90294,211837,Fortune Soya Pouch(1L),1,1,2400,2320,2400,80,-30
109764,SO/24-25/90297,211832,Local Sugar,1,1,2150,2120,2150,30,40
109764,SO/24-25/90297,211833,Prakash Aata,2,2,1670,1580,3340,180,-60
109766,SO/24-25/90296,211836,Ruchi Gold Palm Pouch(1L),1,1,1380,1300,1380,80,-20
109761,SO/24-25/90293,211818,Atish Maida,1,1,1860,1750,1860,110,-10
109759,SO/24-25/90291,211815,Shri Ram maida (50kg),1,1,2065,1800,2065,265,5
109759,SO/24-25/90291,211816,Double Filter Sugar,1,1,2515,2225,2515,290,0
109760,SO/24-25/90292,211817,Galaxy rice,5,5,3345,2835,16725,2550,175
109768,SO/24-25/90301,211838,Ruchi Gold Palm Pouch(1L),12,12,1310,1240,15720,840,-60
109763,SO/24-25/90304,211831,Prakash Aata,1,1,1760,1500,1760,260,-100
109765,SO/24-25/90299,211834,Matar,1,1,1420,1260,1420,160,-30
109765,SO/24-25/90299,211835,Masodha Double Filter Sugar,1,1,2300,2210,2300,90,-10
109757,SO/24-25/90303,211812,Bail Kohlu Mustard Bottle(1L),36,36,200,161,7200,1404,-108
109751,SO/24-25/90290,211802,Ruchi Gold Palm Pouch(1L),4,4,1400,1260,5600,560,-160
109751,SO/24-25/90290,211803,Ruchi Gold Palm,1,0,1300,1260,1300,40,-10
109758,SO/24-25/90405,211813,Kezar Aata,5,5,1650,1555,8250,475,-125
109758,SO/24-25/90405,211814,Kezar Maida,1,1,1760,1660,1760,100,-20
109757,SO/24-25/90303,211811,Bail Kohlu Mustard Jar(5L),4,0,900,810,3600,360,-200
109770,SO/24-25/90295,211841,Kings Soya Pouch,3,3,1700,1488,5100,636,-336
111283,SO/24-25/91745,214299,Aashirwad Chakki Atta (5kg),3,3,1498,1294,4494,612,-24
111565,SO/24-25/92018,214783,Fortune Soya Pouch(1L),2,2,2400,2320,4800,160,-60
109771,SO/24-25/90298,211842,Bail Kolhu Pouch,1,1,1600,1550,1600,50,10
109635,SO/24-25/90243,211612,Double Filter Sugar,2,2,2515,2190,5030,650,-70
109635,SO/24-25/90243,211613,Shri Ram maida (50kg),2,2,2065,1790,4130,550,-10
111933,SO/24-25/92349,215436,Kezar Maida,3,3,38.769,36,116.31,8.31,-3.31
111933,SO/24-25/92349,215437,Normal Sugar,1,1,48.38,43,48.38,5.38,-3.28
109779,SO/24-25/90308,211853,Prakash Aata,2,2,1670,1575,3340,190,-70
109779,SO/24-25/90308,211854,Normal Sugar,1,1,2140,2140,2140,0,30
109774,SO/24-25/90306,211846,Kings Soya Pouch,1,1,1700,1476,1700,224,-124
109774,SO/24-25/90306,211847,Prakash Aata,1,1,1670,1580,1670,90,-30
109780,SO/24-25/90311,211855,Aashirwad Chakki Atta (10kg),15,15,1471,1269,22065,3030,15
109780,SO/24-25/90311,211856,Aashirwad Chakki Atta (5kg),5,5,1498,1293,7490,1025,-20
109772,SO/24-25/90300,211843,Madhur Gold Maida,1,1,1800,1690,1800,110,0
109784,SO/24-25/90312,211863,Aashirwad Chakki Atta (5kg),10,10,1498,1293,14980,2050,-40
109784,SO/24-25/90312,211864,Aashirwad Chakki Atta (10kg),10,10,1471,1269,14710,2020,-40
109786,SO/24-25/90318,211867,Nourish Sunflower Pouch,5,5,1450,1365,7250,425,-150
109786,SO/24-25/90318,211868,Bail Kohlu Mustard Bottle(500ml),24,24,90,81.667,2160,200,-128
109785,SO/24-25/90319,211865,Prakash Aata,1,1,1670,1575,1670,95,-35
109785,SO/24-25/90319,211866,Normal Sugar,1,0,2140,2140,2140,0,30
109778,SO/24-25/90363,211852,Gokul Soya Tin,10,10,1900,1870,19000,300,-200
109773,SO/24-25/90305,211844,Shreshtha Aata,1,1,1650,1580,1650,70,0
109773,SO/24-25/90305,211845,Normal Sugar,2,2,2135,2135,4270,0,50
109775,SO/24-25/90362,211849,Prakash Maida,4,4,1780,1680,7120,400,-140
109781,SO/24-25/90364,211857,Prakash Aata,5,5,1670,1575,8350,475,-175
109775,SO/24-25/90362,211848,Prakash Aata,3,0,1670,1580,5010,270,-90
132047,SO/24-25/111238,249716,Matar,4,4,57,50,228,28,-12
109782,SO/24-25/90309,211858,Ruchi Gold Palm Pouch(1L),5,5,1380,1270,6900,550,-225
109782,SO/24-25/90309,211859,Kings Soya Pouch,5,5,1700,1464,8500,1180,-680
109783,SO/24-25/90310,211860,Kezar Aata,4,4,1630,1550,6520,320,-80
109783,SO/24-25/90310,211861,Laal Gulaab Suji/Rava,1,1,1800,1710,1800,90,-20
109783,SO/24-25/90310,211862,Laal Gulaab Maida,1,1,1780,1680,1780,100,-20
109615,SO/24-25/90140,211574,Arrarot,1,1,2340,2110,2340,230,-90
109615,SO/24-25/90140,211575,Normal Sugar,2,2,2200,2200,4400,0,180
109615,SO/24-25/90140,211576,Moong Daal,60,60,135,135,8100,0,940.5
109615,SO/24-25/90140,211577,Hari Patti(Green) Rice,60,60,102.5,90,6150,750,-450
111288,SO/24-25/91749,214305,Laal Gulaab Maida,2,2,1780,1670,3560,220,-60
109805,SO/24-25/90331,211892,Aashirwad Chakki Atta (5kg),2,2,1498,1296,2996,404,-12
109793,SO/24-25/90315,211880,Fortune Fryola Soya,1,1,2100,2040,2100,60,-10
109787,SO/24-25/90314,211869,Single Filter Sugar,2,2,2425,2150,4850,550,-20
111566,SO/24-25/92007,214784,Shreshtha Aata,10,10,1760,1550,17600,2100,-900
111595,SO/24-25/92044,214832,Fryola Soya,25,25,2300,2175,57500,3125,-375
109793,SO/24-25/90315,211878,Adani Patla Besan,2,2,3150,2975,6300,350,-140
109793,SO/24-25/90315,211879,Adani Mota Besan,1,1,3150,2975,3150,175,-70
109803,SO/24-25/90324,211890,Aashirwad Chakki Atta (10kg),5,5,1471,1273,7355,990,0
109802,SO/24-25/90323,211889,Aashirwad Chakki Atta (10kg),1,1,1471,1278,1471,193,0
109801,SO/24-25/90322,211888,Ruchi Gold Palm Pouch(1L),50,50,1310,1240,65500,3500,0
109804,SO/24-25/90334,211891,Aashirwad Chakki Atta (5kg),1,1,1498,1302,1498,196,0
109806,SO/24-25/90328,211895,Ruchi Gold Palm Pouch(1L),10,10,1310,1240,13100,700,-50
109791,SO/24-25/90317,211875,Nature Fresh Soya Tin(15L),1,1,2200,2080,2200,120,-40
109777,SO/24-25/90313,211851,Madhur Gold Maida,60,60,1800,1675,108000,7500,-900
109792,SO/24-25/90316,211876,Shreshtha Aata,5,5,1650,1575,8250,375,0
109792,SO/24-25/90316,211877,Normal Sugar,2,0,2135,2135,4270,0,50
109800,SO/24-25/90340,211887,Prakash Aata,1,1,1670,1580,1670,90,-30
109797,SO/24-25/90338,211884,Prakash Aata,1,1,1670,1580,1670,90,-30
109788,SO/24-25/90352,211870,Masodha Double Filter Sugar,8,8,2300,2190,18400,880,-240
109794,SO/24-25/90321,211881,Prakash Aata,4,4,1670,1570,6680,400,-160
109837,SO/24-25/90358,211955,Parivar Pasand Chakki Aata (50kg),1,1,1850,1710,1850,140,0
109887,SO/24-25/90401,212047,Shri Ram maida (50kg),11,11,42.3,37,465.3,58.3,1.1
109799,SO/24-25/90366,211886,Bail Kolhu Pouch,30,30,1600,1535,48000,1950,300
109941,SO/24-25/90474,212125,Rasoi Aata,1,1,1800,1690,1800,110,-10
109940,SO/24-25/90691,212121,Pukhraj Arhar Dal,3,3,4910,3330,14730,4740,-3960
109798,SO/24-25/90339,211885,Prakash Aata,20,20,1670,1565,33400,2100,-700
132047,SO/24-25/111238,249717,Saccha Heera Chhola,1,1,113,90,113,23,-15
111289,SO/24-25/91805,214306,Masodha Double Filter Sugar,1,1,2300,2210,2300,90,-10
111289,SO/24-25/91805,214307,Nepali Soya,1,1,2200,2130,2200,70,30
111564,SO/24-25/92006,214782,Tata Salt Pkt(1Kg),1,1,1340,1280,1340,60,0
118626,SO/24-25/98576,226655,Deepak Aata,1,1,1689.6,1670,1689.6,19.6,-10
111793,SO/24-25/92211,215193,Nepali Soya,1,1,2100,2080,2100,20,-10
111939,SO/24-25/92364,215445,Laal Gulaab Suji/Rava,1,1,1820,1700,1820,120,-40
112139,SO/24-25/92541,215784,Kezar Maida,1,1,1760,1650,1760,110,-30
112060,SO/24-25/92463,215658,Parivar Pasand Chakki Aata (50kg),3,3,39.98,35,119.94,14.94,0.6
